,song name,Song id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
18,Bunny In The Box,1u6CRaEMLzXx90XbVwEKzv,0.704,0.68,10,-9.918,0,0.578,0.265,0,0.0869,0.489,159.657, audio_features, 1u6CRaEMLzXx90XbVwEKzv, spotify:track:1u6CRaEMLzXx90XbVwEKzv, https://api.spotify.com/v1/tracks/1u6CRaEMLzXx90XbVwEKzv, https://api.spotify.com/v1/audio-analysis/1u6CRaEMLzXx90XbVwEKzv,113304, 4}]
19,Despuï¿½ï¿½ï¿½ï¿½ï¿½,1dm6z1fWB0cErMszU25dy2,0.564,0.903,5,-3.221,1,0.307,0.356,0,0.175,0.607,78.293, audio_features, 1dm6z1fWB0cErMszU25dy2, spotify:track:1dm6z1fWB0cErMszU25dy2, https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2, https://api.spotify.com/v1/audio-analysis/1dm6z1fWB0cErMszU25dy2,230400, 4}]
0,Bunny Girl,7KVBqGLGhrEejVokzYd8vF,0.77,0.659,6,-8.322,1,0.238,0.283,0,0.334,0.504,94.955, audio_features, 7KVBqGLGhrEejVokzYd8vF, spotify:track:7KVBqGLGhrEejVokzYd8vF, https://api.spotify.com/v1/tracks/7KVBqGLGhrEejVokzYd8vF, https://api.spotify.com/v1/audio-analysis/7KVBqGLGhrEejVokzYd8vF,166896, 4}]
1,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005, audio_features, 6Sq7ltF9Qa7SNFBsV5Cogx, spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx, https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx, https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567, 4}]
2,BUNNY,22Rb2Cmr6P6cnzsAHr80y7,0.881,0.394,5,-9.582,0,0.0628,0.372,2.28E-06,0.175,0.487,102.01, audio_features, 22Rb2Cmr6P6cnzsAHr80y7, spotify:track:22Rb2Cmr6P6cnzsAHr80y7, https://api.spotify.com/v1/tracks/22Rb2Cmr6P6cnzsAHr80y7, https://api.spotify.com/v1/audio-analysis/22Rb2Cmr6P6cnzsAHr80y7,147059, 4}]
3,Bunny Thot,0kNkyCg59tcaSGyoC2ByTX,0.71,0.848,9,-5.01,0,0.194,0.322,0,0.159,0.572,134.894, audio_features, 0kNkyCg59tcaSGyoC2ByTX, spotify:track:0kNkyCg59tcaSGyoC2ByTX, https://api.spotify.com/v1/tracks/0kNkyCg59tcaSGyoC2ByTX, https://api.spotify.com/v1/audio-analysis/0kNkyCg59tcaSGyoC2ByTX,91199, 4}]
4,Titï¿½ï¿½ï¿½ï¿½ï¿½,1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672, audio_features, 1IHWl5LamUGEuP4ozKQSXZ, spotify:track:1IHWl5LamUGEuP4ozKQSXZ, https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ, https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717, 4}]
5,Bunny Is A Rider,1rYABrDmfqVmJMwaNJBUUb,0.792,0.662,6,-7.187,0,0.0476,0.0714,0.0023,0.0982,0.399,110.001, audio_features, 1rYABrDmfqVmJMwaNJBUUb, spotify:track:1rYABrDmfqVmJMwaNJBUUb, https://api.spotify.com/v1/tracks/1rYABrDmfqVmJMwaNJBUUb, https://api.spotify.com/v1/audio-analysis/1rYABrDmfqVmJMwaNJBUUb,197480, 4}]
6,Efecto,5Eax0qFko2dh7Rl2lYs3bx,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73E-05,0.0639,0.234,98.047, audio_features, 5Eax0qFko2dh7Rl2lYs3bx, spotify:track:5Eax0qFko2dh7Rl2lYs3bx, https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx, https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061, 4}]
7,Bunny Girl Senpai - Drill Remix,7BJVM5fAUeahXLY6KfLpzY,0.718,0.7,7,-7.964,1,0.0481,0.0705,0.382,0.163,0.516,135.003, audio_features, 7BJVM5fAUeahXLY6KfLpzY, spotify:track:7BJVM5fAUeahXLY6KfLpzY, https://api.spotify.com/v1/tracks/7BJVM5fAUeahXLY6KfLpzY, https://api.spotify.com/v1/audio-analysis/7BJVM5fAUeahXLY6KfLpzY,113816, 4}]
8,Bunny Hop,4pfp8G82LLh1zFPlWyGx3e,0.664,0.52,11,-10.702,1,0.363,0.505,0,0.348,0.645,139.707, audio_features, 4pfp8G82LLh1zFPlWyGx3e, spotify:track:4pfp8G82LLh1zFPlWyGx3e, https://api.spotify.com/v1/tracks/4pfp8G82LLh1zFPlWyGx3e, https://api.spotify.com/v1/audio-analysis/4pfp8G82LLh1zFPlWyGx3e,152633, 4}]
9,Moscow Mule,6Xom58OOXk2SoU711L2IXO,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18E-06,0.115,0.292,99.968, audio_features, 6Xom58OOXk2SoU711L2IXO, spotify:track:6Xom58OOXk2SoU711L2IXO, https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO, https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,245940, 4}]
10,"Fukashigi No Carte ""Bunny Girl Senpai""",3ueoNXBJUEB3KVnyBw1dCi,0.703,0.658,0,-3.996,1,0.0257,0.405,1.38E-06,0.0577,0.531,96.023, audio_features, 3ueoNXBJUEB3KVnyBw1dCi, spotify:track:3ueoNXBJUEB3KVnyBw1dCi, https://api.spotify.com/v1/tracks/3ueoNXBJUEB3KVnyBw1dCi, https://api.spotify.com/v1/audio-analysis/3ueoNXBJUEB3KVnyBw1dCi,239316, 4}]
11,Bunny,6ap5AekhAt3k6e0zAknDyV,0.679,0.718,8,-8.076,0,0.0405,0.282,0.886,0.281,0.287,117.028, audio_features, 6ap5AekhAt3k6e0zAknDyV, spotify:track:6ap5AekhAt3k6e0zAknDyV, https://api.spotify.com/v1/tracks/6ap5AekhAt3k6e0zAknDyV, https://api.spotify.com/v1/audio-analysis/6ap5AekhAt3k6e0zAknDyV,214853, 3}]
12,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34E-06,0.528,0.268,79.928, audio_features, 3k3NWokhRRkEPhCzPmV8TW, spotify:track:3k3NWokhRRkEPhCzPmV8TW, https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW, https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299, 4}]
13,BUNNY GIRL SENPAI - REMIX,0ycltwL2Z8o5Ef9ECzB7o1,0.727,0.705,7,-7.953,1,0.0496,0.0721,0.318,0.171,0.531,134.978, audio_features, 0ycltwL2Z8o5Ef9ECzB7o1, spotify:track:0ycltwL2Z8o5Ef9ECzB7o1, https://api.spotify.com/v1/tracks/0ycltwL2Z8o5Ef9ECzB7o1, https://api.spotify.com/v1/audio-analysis/0ycltwL2Z8o5Ef9ECzB7o1,113778, 4}]
14,Neverita,31i56LZnwE6uSu3exoHjtB,0.876,0.498,10,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016, audio_features, 31i56LZnwE6uSu3exoHjtB, spotify:track:31i56LZnwE6uSu3exoHjtB, https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB, https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,173119, 4}]
15,Bunny Bunny Bunny,1ywpaUtjqF1WDPO2yYrrwW,0.772,0.287,8,-12.882,1,0.19,0.813,0,0.0937,0.865,74.17, audio_features, 1ywpaUtjqF1WDPO2yYrrwW, spotify:track:1ywpaUtjqF1WDPO2yYrrwW, https://api.spotify.com/v1/tracks/1ywpaUtjqF1WDPO2yYrrwW, https://api.spotify.com/v1/audio-analysis/1ywpaUtjqF1WDPO2yYrrwW,74687, 4}]
16,Bunny Suit,4W2P5X1qz3RJEQWjo74vL2,0.505,0.909,6,-7.797,1,0.0975,0.521,0,0.345,0.45,129.339, audio_features, 4W2P5X1qz3RJEQWjo74vL2, spotify:track:4W2P5X1qz3RJEQWjo74vL2, https://api.spotify.com/v1/tracks/4W2P5X1qz3RJEQWjo74vL2, https://api.spotify.com/v1/audio-analysis/4W2P5X1qz3RJEQWjo74vL2,181129, 4}]
17,Party,4tYFy8ALRjIZvnvSLw5lxN,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013, audio_features, 4tYFy8ALRjIZvnvSLw5lxN, spotify:track:4tYFy8ALRjIZvnvSLw5lxN, https://api.spotify.com/v1/tracks/4tYFy8ALRjIZvnvSLw5lxN, https://api.spotify.com/v1/audio-analysis/4tYFy8ALRjIZvnvSLw5lxN,227629, 4}]
18,Bunny In The Box,1u6CRaEMLzXx90XbVwEKzv,0.704,0.68,10,-9.918,0,0.578,0.265,0,0.0869,0.489,159.657, audio_features, 1u6CRaEMLzXx90XbVwEKzv, spotify:track:1u6CRaEMLzXx90XbVwEKzv, https://api.spotify.com/v1/tracks/1u6CRaEMLzXx90XbVwEKzv, https://api.spotify.com/v1/audio-analysis/1u6CRaEMLzXx90XbVwEKzv,113304, 4}]
19,Despuï¿½ï¿½ï¿½ï¿½ï¿½,1dm6z1fWB0cErMszU25dy2,0.564,0.903,5,-3.221,1,0.307,0.356,0,0.175,0.607,78.293, audio_features, 1dm6z1fWB0cErMszU25dy2, spotify:track:1dm6z1fWB0cErMszU25dy2, https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2, https://api.spotify.com/v1/audio-analysis/1dm6z1fWB0cErMszU25dy2,230400, 4}]
0,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566, audio_features, 3yrSvpt2l1xhsV9Em88Pul, spotify:track:3yrSvpt2l1xhsV9Em88Pul, https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul, https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307, 4}]
1,Under The Influence,5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18E-06,0.105,0.31,116.992, audio_features, 5IgjP7X4th6nMNDh4akUHb, spotify:track:5IgjP7X4th6nMNDh4akUHb, https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb, https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613, 4}]
2,Brown Sleep Noise,5UBonaClAZVfzxJNn8nnhh,0.056,0.0837,1,-30.397,1,0.147,0.116,1,0.112,0.06,59.509, audio_features, 5UBonaClAZVfzxJNn8nnhh, spotify:track:5UBonaClAZVfzxJNn8nnhh, https://api.spotify.com/v1/tracks/5UBonaClAZVfzxJNn8nnhh, https://api.spotify.com/v1/audio-analysis/5UBonaClAZVfzxJNn8nnhh,248000, 4}]
3,BROWN SKIN GIRL,0B3FovCVaGKS5w1FTidEUP,0.603,0.602,6,-7.083,1,0.23,0.049,0,0.279,0.595,119.703, audio_features, 0B3FovCVaGKS5w1FTidEUP, spotify:track:0B3FovCVaGKS5w1FTidEUP, https://api.spotify.com/v1/tracks/0B3FovCVaGKS5w1FTidEUP, https://api.spotify.com/v1/audio-analysis/0B3FovCVaGKS5w1FTidEUP,248472, 5}]
4,Brown Eyes Baby,5JLf54f83nJrxD4IhFaLl7,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13E-06,0.0647,0.581,141.944, audio_features, 5JLf54f83nJrxD4IhFaLl7, spotify:track:5JLf54f83nJrxD4IhFaLl7, https://api.spotify.com/v1/tracks/5JLf54f83nJrxD4IhFaLl7, https://api.spotify.com/v1/audio-analysis/5JLf54f83nJrxD4IhFaLl7,224985, 4}]
5,New Gold (feat. Tame Impala and Bootie Brown),64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014, audio_features, 64dLd6rVqDLtkXFYrEUHIU, spotify:track:64dLd6rVqDLtkXFYrEUHIU, https://api.spotify.com/v1/tracks/64dLd6rVqDLtkXFYrEUHIU, https://api.spotify.com/v1/audio-analysis/64dLd6rVqDLtkXFYrEUHIU,215150, 3}]
6,Brown Kanye 2,4h562I0SlWVvDxZGu94JQG,0.542,0.696,11,-8.466,0,0.3,0.46,0,0.128,0.11,94.436, audio_features, 4h562I0SlWVvDxZGu94JQG, spotify:track:4h562I0SlWVvDxZGu94JQG, https://api.spotify.com/v1/tracks/4h562I0SlWVvDxZGu94JQG, https://api.spotify.com/v1/audio-analysis/4h562I0SlWVvDxZGu94JQG,316461, 4}]
7,Brown Noise - Loopable with No Fade,67iF3DdebmElASIGoebYt1,0,2.01E-05,5,-15.776,1,0,0,0,0,0,0, audio_features, 67iF3DdebmElASIGoebYt1, spotify:track:67iF3DdebmElASIGoebYt1, https://api.spotify.com/v1/tracks/67iF3DdebmElASIGoebYt1, https://api.spotify.com/v1/audio-analysis/67iF3DdebmElASIGoebYt1,73887, 0}]
8,Brown Sugar,7rt0kEDWRg3pgTZJKuszoE,0.718,0.486,9,-8.342,1,0.168,0.53,0.0342,0.102,0.589,83.077, audio_features, 7rt0kEDWRg3pgTZJKuszoE, spotify:track:7rt0kEDWRg3pgTZJKuszoE, https://api.spotify.com/v1/tracks/7rt0kEDWRg3pgTZJKuszoE, https://api.spotify.com/v1/audio-analysis/7rt0kEDWRg3pgTZJKuszoE,262893, 4}]
9,Brown Noise,3qdGhfS5yIyqXMNtmJov6o,0,2.01E-05,5,-15.776,1,0,0,0,0,0,0, audio_features, 3qdGhfS5yIyqXMNtmJov6o, spotify:track:3qdGhfS5yIyqXMNtmJov6o, https://api.spotify.com/v1/tracks/3qdGhfS5yIyqXMNtmJov6o, https://api.spotify.com/v1/audio-analysis/3qdGhfS5yIyqXMNtmJov6o,73887, 0}]
10,Thank God,1brnLTvarI9D1hLP6z2Ar8,0.738,0.455,3,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945, audio_features, 1brnLTvarI9D1hLP6z2Ar8, spotify:track:1brnLTvarI9D1hLP6z2Ar8, https://api.spotify.com/v1/tracks/1brnLTvarI9D1hLP6z2Ar8, https://api.spotify.com/v1/audio-analysis/1brnLTvarI9D1hLP6z2Ar8,174560, 4}]
11,Brown Eyes,1urmwhtXPiakhcqvqUi3rp,0.566,0.573,5,-7.21,1,0.0436,0.25,0,0.0723,0.313,116.067, audio_features, 1urmwhtXPiakhcqvqUi3rp, spotify:track:1urmwhtXPiakhcqvqUi3rp, https://api.spotify.com/v1/tracks/1urmwhtXPiakhcqvqUi3rp, https://api.spotify.com/v1/audio-analysis/1urmwhtXPiakhcqvqUi3rp,276093, 4}]
12,Brown Noise for the Sleep Deprived,43qwdaLc45ICgUQDkrHtRU,0.146,0.152,10,-38.9,0,0.0753,0.753,0.971,0.111,0.0387,138.024, audio_features, 43qwdaLc45ICgUQDkrHtRU, spotify:track:43qwdaLc45ICgUQDkrHtRU, https://api.spotify.com/v1/tracks/43qwdaLc45ICgUQDkrHtRU, https://api.spotify.com/v1/audio-analysis/43qwdaLc45ICgUQDkrHtRU,219250, 3}]
13,Chicken Fried,0LQtEJt7x0s6knb6RKdRYc,0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861, audio_features, 0LQtEJt7x0s6knb6RKdRYc, spotify:track:0LQtEJt7x0s6knb6RKdRYc, https://api.spotify.com/v1/tracks/0LQtEJt7x0s6knb6RKdRYc, https://api.spotify.com/v1/audio-analysis/0LQtEJt7x0s6knb6RKdRYc,238147, 4}]
14,Brown Sugar,34K7nU8EWQIRI93RfqhdRJ,0.64,0.874,0,-5.772,1,0.0317,0.164,0.000141,0.0775,0.965,128.395, audio_features, 34K7nU8EWQIRI93RfqhdRJ, spotify:track:34K7nU8EWQIRI93RfqhdRJ, https://api.spotify.com/v1/tracks/34K7nU8EWQIRI93RfqhdRJ, https://api.spotify.com/v1/audio-analysis/34K7nU8EWQIRI93RfqhdRJ,229173, 4}]
15,Brown Noise (200 Hz),0cGQpeLYa5Q0nbAlJah5UJ,0.147,0.19,1,-35.357,1,0.207,0.837,0.986,0.112,0.0614,73.035, audio_features, 0cGQpeLYa5Q0nbAlJah5UJ, spotify:track:0cGQpeLYa5Q0nbAlJah5UJ, https://api.spotify.com/v1/tracks/0cGQpeLYa5Q0nbAlJah5UJ, https://api.spotify.com/v1/audio-analysis/0cGQpeLYa5Q0nbAlJah5UJ,212000, 4}]
16,JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,0.726,0.353,10,-10.273,1,0.105,0.65,0.002,0.224,0.503,137.66, audio_features, 2IlT65thKQQw248mhk2PjQ, spotify:track:2IlT65thKQQw248mhk2PjQ, https://api.spotify.com/v1/tracks/2IlT65thKQQw248mhk2PjQ, https://api.spotify.com/v1/audio-analysis/2IlT65thKQQw248mhk2PjQ,169014, 4}]
17,Brown Noise Naps,3g1Qtwh6E9GhCQC1uIa3m6,0.217,0.219,1,-36.04,1,0.0677,0.818,0.973,0.112,0.155,138.652, audio_features, 3g1Qtwh6E9GhCQC1uIa3m6, spotify:track:3g1Qtwh6E9GhCQC1uIa3m6, https://api.spotify.com/v1/tracks/3g1Qtwh6E9GhCQC1uIa3m6, https://api.spotify.com/v1/audio-analysis/3g1Qtwh6E9GhCQC1uIa3m6,225250, 4}]
18,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928, audio_features, 6XHVuErjQ4XNm6nDPVCxVX, spotify:track:6XHVuErjQ4XNm6nDPVCxVX, https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX, https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640, 4}]
19,Brown Munde,58f4twRnbZOOVUhMUpplJ4,0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024, audio_features, 58f4twRnbZOOVUhMUpplJ4, spotify:track:58f4twRnbZOOVUhMUpplJ4, https://api.spotify.com/v1/tracks/58f4twRnbZOOVUhMUpplJ4, https://api.spotify.com/v1/audio-analysis/58f4twRnbZOOVUhMUpplJ4,254400, 4}]
0,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994, audio_features, 4h9wh7iOZ0GGn8QVp4RAOB, spotify:track:4h9wh7iOZ0GGn8QVp4RAOB, https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB, https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486, 4}]
1,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017, audio_features, 6sy3LkhNFjJWlaeSMNwQ62, spotify:track:6sy3LkhNFjJWlaeSMNwQ62, https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62, https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62,257840, 4}]
2,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069, audio_features, 5r43qanLhUCdBj8HN3fa6B, spotify:track:5r43qanLhUCdBj8HN3fa6B, https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B, https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,163855, 4}]
3,Run,2UbVnbE5FH6008mAm6Mmgw,0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003, audio_features, 2UbVnbE5FH6008mAm6Mmgw, spotify:track:2UbVnbE5FH6008mAm6Mmgw, https://api.spotify.com/v1/tracks/2UbVnbE5FH6008mAm6Mmgw, https://api.spotify.com/v1/audio-analysis/2UbVnbE5FH6008mAm6Mmgw,169011, 4}]
4,Secrets,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021, audio_features, 1NhPKVLsHhFUHIOZ32QnS2, spotify:track:1NhPKVLsHhFUHIOZ32QnS2, https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2, https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2,224693, 4}]
5,Good Life,6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988, audio_features, 6OtCIsQZ64Vs1EbzztvAv4, spotify:track:6OtCIsQZ64Vs1EbzztvAv4, https://api.spotify.com/v1/tracks/6OtCIsQZ64Vs1EbzztvAv4, https://api.spotify.com/v1/audio-analysis/6OtCIsQZ64Vs1EbzztvAv4,253307, 4}]
6,Apologize,1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22E-05,0.102,0.502,118.008, audio_features, 1NrJYpdAi7uosDRPmSYrsG, spotify:track:1NrJYpdAi7uosDRPmSYrsG, https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG, https://api.spotify.com/v1/audio-analysis/1NrJYpdAi7uosDRPmSYrsG,208107, 4}]
7,West Coast,0sBJA2OCEECMs0HsdIQhvR,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057, audio_features, 0sBJA2OCEECMs0HsdIQhvR, spotify:track:0sBJA2OCEECMs0HsdIQhvR, https://api.spotify.com/v1/tracks/0sBJA2OCEECMs0HsdIQhvR, https://api.spotify.com/v1/audio-analysis/0sBJA2OCEECMs0HsdIQhvR,192948, 4}]
8,I Lived,7D49Iig0avHre9RFSUMkd2,0.599,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.986, audio_features, 7D49Iig0avHre9RFSUMkd2, spotify:track:7D49Iig0avHre9RFSUMkd2, https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2, https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,234547, 4}]
9,Someday,6aDsgHPZsMztSbZernzlF8,0.576,0.679,0,-7.237,1,0.034,0.0311,0,0.323,0.213,121.005, audio_features, 6aDsgHPZsMztSbZernzlF8, spotify:track:6aDsgHPZsMztSbZernzlF8, https://api.spotify.com/v1/tracks/6aDsgHPZsMztSbZernzlF8, https://api.spotify.com/v1/audio-analysis/6aDsgHPZsMztSbZernzlF8,187889, 4}]
10,If I Lose Myself - Alesso vs OneRepublic,7AFgOhuSixIbKSe6rb7dmx,0.518,0.829,2,-3.321,1,0.0414,0.198,5.65E-06,0.125,0.148,125.992, audio_features, 7AFgOhuSixIbKSe6rb7dmx, spotify:track:7AFgOhuSixIbKSe6rb7dmx, https://api.spotify.com/v1/tracks/7AFgOhuSixIbKSe6rb7dmx, https://api.spotify.com/v1/audio-analysis/7AFgOhuSixIbKSe6rb7dmx,215480, 4}]
11,Lose Somebody,1sgDyuLooyvEML4oHspNza,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988, audio_features, 1sgDyuLooyvEML4oHspNza, spotify:track:1sgDyuLooyvEML4oHspNza, https://api.spotify.com/v1/tracks/1sgDyuLooyvEML4oHspNza, https://api.spotify.com/v1/audio-analysis/1sgDyuLooyvEML4oHspNza,199549, 4}]
12,I Ain't Worried,73PAbYaVbnFG0tQ4aBfxeN,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994, audio_features, 73PAbYaVbnFG0tQ4aBfxeN, spotify:track:73PAbYaVbnFG0tQ4aBfxeN, https://api.spotify.com/v1/tracks/73PAbYaVbnFG0tQ4aBfxeN, https://api.spotify.com/v1/audio-analysis/73PAbYaVbnFG0tQ4aBfxeN,148486, 4}]
13,Run,6KL88T4Ma4ABXqzgUoEwkd,0.682,0.72,11,-8.176,0,0.0382,0.321,0,0.205,0.649,116.988, audio_features, 6KL88T4Ma4ABXqzgUoEwkd, spotify:track:6KL88T4Ma4ABXqzgUoEwkd, https://api.spotify.com/v1/tracks/6KL88T4Ma4ABXqzgUoEwkd, https://api.spotify.com/v1/audio-analysis/6KL88T4Ma4ABXqzgUoEwkd,168260, 4}]
14,Apologize - feat. One Republic,6ucR4KfvsBFWCMVFDvyKKl,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016, audio_features, 6ucR4KfvsBFWCMVFDvyKKl, spotify:track:6ucR4KfvsBFWCMVFDvyKKl, https://api.spotify.com/v1/tracks/6ucR4KfvsBFWCMVFDvyKKl, https://api.spotify.com/v1/audio-analysis/6ucR4KfvsBFWCMVFDvyKKl,184400, 4}]
15,You Were Loved (with OneRepublic),4W1JavoraGzh83nluQHY6C,0.636,0.69,10,-5.011,1,0.0484,0.0947,0,0.169,0.444,123.994, audio_features, 4W1JavoraGzh83nluQHY6C, spotify:track:4W1JavoraGzh83nluQHY6C, https://api.spotify.com/v1/tracks/4W1JavoraGzh83nluQHY6C, https://api.spotify.com/v1/audio-analysis/4W1JavoraGzh83nluQHY6C,221885, 4}]
16,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049, audio_features, 0mjAU3yKR1QnXnHtjGJqTM, spotify:track:0mjAU3yKR1QnXnHtjGJqTM, https://api.spotify.com/v1/tracks/0mjAU3yKR1QnXnHtjGJqTM, https://api.spotify.com/v1/audio-analysis/0mjAU3yKR1QnXnHtjGJqTM,158900, 4}]
17,Secrets,45l9MwyxRaXKFvqDnfAOav,0.517,0.762,2,-6.224,1,0.0361,0.0734,0,0.116,0.382,148.019, audio_features, 45l9MwyxRaXKFvqDnfAOav, spotify:track:45l9MwyxRaXKFvqDnfAOav, https://api.spotify.com/v1/tracks/45l9MwyxRaXKFvqDnfAOav, https://api.spotify.com/v1/audio-analysis/45l9MwyxRaXKFvqDnfAOav,224680, 4}]
18,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022, audio_features, 5BJSZocnCeSNeYMj3iVqM7, spotify:track:5BJSZocnCeSNeYMj3iVqM7, https://api.spotify.com/v1/tracks/5BJSZocnCeSNeYMj3iVqM7, https://api.spotify.com/v1/audio-analysis/5BJSZocnCeSNeYMj3iVqM7,224227, 4}]
19,Counting Stars,4KX7jXWbf6SivrmBHMuDuj,0.659,0.741,1,-4.354,0,0.0388,0.072,0,0.166,0.454,122.013, audio_features, 4KX7jXWbf6SivrmBHMuDuj, spotify:track:4KX7jXWbf6SivrmBHMuDuj, https://api.spotify.com/v1/tracks/4KX7jXWbf6SivrmBHMuDuj, https://api.spotify.com/v1/audio-analysis/4KX7jXWbf6SivrmBHMuDuj,256760, 4}]
0,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034, audio_features, 4bEcoz1OcfMgUbp2ft8ieQ, spotify:track:4bEcoz1OcfMgUbp2ft8ieQ, https://api.spotify.com/v1/tracks/4bEcoz1OcfMgUbp2ft8ieQ, https://api.spotify.com/v1/audio-analysis/4bEcoz1OcfMgUbp2ft8ieQ,255653, 4}]
