Artist ID,Artist Name,Artist Popularity,Artist genre
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,86,"['melodic rap', 'philly rap', 'rap', 'trap']"
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,81,"['modern rock', 'rock']"
64KEffDW9EtZ1y2vBYgq8T,Marshmello,84,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
0gadJ2b9A4SKsB1RFkBb66,Passenger,71,"['folk-pop', 'neo mellow']"
1vCWHaC5f2uS3yhpwWbIA6,Avicii,81,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85,"['piano rock', 'pop', 'pop rock']"
738wLrAtLtCtFOLvQBXOXp,Major Lazer,75,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,85,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,71,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']"
540vIaP2JwjQb9dm3aArA4,DJ Snake,78,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
10exVja0key0uqUkk6LJRT,Vance Joy,76,"['folk-pop', 'pop', 'pop rock']"
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,81,['electro house']
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,74,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,71,"['dance pop', 'edm', 'pop', 'pop rap']"
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,85,['pop']
2wY79sveU1sp5g7SokKOiI,Sam Smith,89,"['dance pop', 'pop', 'uk pop']"
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,75,"['dance pop', 'pop', 'uk pop']"
26VFTg2z8YR0cCuwLzESi2,Halsey,84,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,75,"['latin pop', 'puerto rican pop']"
7CajNmpbOovFoOoasH2HaY,Calvin Harris,85,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
04gDigrS5kc9YWfZHwBETP,Maroon 5,86,['pop']
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,75,"['cali rap', 'pop', 'pop rap', 'rap']"
6vXTefBL93Dj5IqAWq6OTv,French Montana,76,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0C0XlULifJtAgn6ZNCW2eu,The Killers,78,"['alternative rock', 'dance rock', 'permanent wave']"
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,81,"['melodic rap', 'rap', 'trap']"
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,83,"['lgbtq+ hip hop', 'pop']"
7dGJo4pcD2V6oG8kP0tJRR,Eminem,91,"['detroit hip hop', 'hip hop', 'rap']"
4q3ewBCX7sLwd24euuV69X,Bad Bunny,100,"['reggaeton', 'trap latino']"
5WUlDfRSoLAfcVSX1WnrxN,Sia,84,"['australian dance', 'australian pop', 'dance pop', 'pop']"
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,88,"['dance pop', 'pop']"
2DaxqgrOhkeH0fpeiQq2f4,Oasis,76,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'pop rock', 'rock']"
3Nrfpe0tUJi4K4DXYWgMUX,BTS,92,"['k-pop', 'k-pop boy group']"
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,82,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5JZ7CnR6gTvEMKX4g70Amv,Lauv,78,"['dance pop', 'electropop', 'pop']"
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,72,"['danish pop', 'pop', 'scandipop']"
4r63FhuTkUYltbVAg5TQnk,DaBaby,83,"['north carolina hip hop', 'rap', 'trap']"
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,73,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,81,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,88,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
31TPClRtHm23RisEBtV3X7,Justin Timberlake,80,"['dance pop', 'pop']"
4kYSro6naA4h99UJvo89HB,Cardi B,81,"['dance pop', 'pop', 'rap']"
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,85,"['dance pop', 'pop', 'viral pop']"
6olE6TJLqED3rqDCT0FyPh,Nirvana,81,"['alternative rock', 'grunge', 'permanent wave', 'rock']"
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,86,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
0rvjqX7ttXeg3mTy8Xscbt,Journey,74,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
4dpARuHxo51G3z768sgnrY,Adele,85,"['british soul', 'pop', 'pop soul', 'uk pop']"
5CiGnKThu5ctn9pBxv7DGa,benny blanco,76,"['dance pop', 'electropop', 'pop', 'pop rap']"
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,89,"['permanent wave', 'pop']"
5MouCg6ta7zAxsfMEbc1uh,OMI,64,['dance pop']
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,80,"['dance pop', 'pop']"
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,68,"['melodic rap', 'pop', 'pop rap']"
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,84,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,78,"['australian pop', 'pop', 'uk pop']"
7gP3bB2nilZXLfPHJhMdvc,Foster The People,72,"['indietronica', 'modern rock', 'rock']"
6bmlMHgSheBauioMgKv2tn,Powfu,72,['sad rap']
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,88,"['dance pop', 'pop']"
5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,79,"['pop venezolano', 'reggaeton', 'trap latino']"
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,67,"['pop', 'pop rap', 'rhode island rap', 'viral rap']"
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,77,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,79,['modern rock']
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,81,"['glam metal', 'hard rock', 'rock']"
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
6MDME20pz9RveH9rEXvrOM,Clean Bandit,76,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky', 'uk pop']"
0PFtn5NtBbbUNbU9EAmIWF,TOTO,73,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
5NGO30tJxFlKixkPSgXcFE,The Police,75,"['album rock', 'classic rock', 'permanent wave', 'rock']"
790FomKkXshlbRYZFtlgla,KAROL G,87,"['reggaeton', 'reggaeton colombiano']"
6T5tfhQCknKG4UnH90qGnz,DNCE,71,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
2qxJFvFYMEDqd7ui6kSAcq,Zedd,76,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']"
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,88,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,69,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
6LuN9FCkKOj5PcnpouEgny,Khalid,86,"['pop', 'pop r&b']"
1RyvyyTE3xzB2ZywiAwp0i,Future,88,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
3iri9nBFs9e4wN7PLIetAw,gnash,65,['pop']
2AsusXITU8P25dlRNhcAbG,Gotye,68,['australian pop']
23fqKkggKUBHNkbKtXEls4,Kygo,80,"['edm', 'pop', 'pop dance', 'tropical house']"
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,69,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,78,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
6fOMl44jA4Sp5b9PpYCkzz,NF,79,"['hip hop', 'pop rap', 'rap']"
6vWDO969PvNqNYHIOW5v0m,Beyonc��,88,"['dance pop', 'pop', 'r&b']"
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,79,"['atl hip hop', 'hip hop', 'pop', 'rap']"
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,83,"['pop', 'r&b', 'soul']"
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
2jzc5TC5TVFLXQlBNiIUzE,a-ha,71,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,67,"['edm', 'electro house', 'pop dance', 'tropical house']"
4xRYI6VqpkE3UwrDrAZL8L,Logic,77,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,84,"['dance pop', 'pop', 'post-teen pop']"
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,72,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']"
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,77,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,78,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
5LHRHt1k9lMyONurDHEdrp,Tyga,80,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,89,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,75,"['metropopolis', 'modern rock', 'pop', 'pop rock']"
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,81,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,84,"['dance pop', 'pop', 'post-teen pop']"
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,76,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
4F84IBURUo98rz4r61KF70,The White Stripes,71,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
0ECwFtbIWEVNwjlrfc6xoL,Eagles,76,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,88,"['latin hip hop', 'reggaeton', 'trap latino']"
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,76,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']"
0lAWpj5szCSwM4rUMHYmrr,M��neskin,80,"['indie rock italiano', 'italian pop']"
3PhoLpVuITZKcymswpck5b,Elton John,85,"['glam rock', 'mellow gold', 'piano rock']"
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",73,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']"
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,77,"['alt z', 'dream smp', 'electropop', 'pop']"
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,75,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
5INjqkS1o8h1imAzPqGZBb,Tame Impala,80,"['australian psych', 'neo-psychedelic']"
02kJSzxNuaWGqwubyUba0Z,G-Eazy,76,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,73,"['indie folk', 'stomp and holler']"
711MCceyCBcFnzjGY4Q7Un,AC/DC,81,"['australian rock', 'hard rock', 'rock']"
4ofCBoyEiGSePFAG500xev,Regard,71,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']"
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81,"['hip hop', 'pop']"
3FUY2gzHeIiaesXtOAdB7A,Train,72,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
6MPCFvOQv5cIGfw3jODMF0,Internet Money,73,"['pop rap', 'rap', 'trap']"
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,67,['reggae fusion']
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,71,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap', 'viral rap']"
7pFeBzX627ff0VnN6bxPR4,Desiigner,64,"['pop rap', 'rap', 'trap', 'viral trap']"
2gsggkzM5R49q6jpPvazou,Jessie J,72,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']"
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,66,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop rap', 'tropical house']"
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,73,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
0EmeFodog0BfCgMzAIvKQp,Shakira,86,"['colombian pop', 'dance pop', 'latin pop']"
2cFrymmkijnjDg9SS92EPM,blackbear,80,"['electropop', 'pop', 'pop rap']"
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,84,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,92,"['chicago rap', 'rap']"
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,79,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,65,"['modern rock', 'rock']"
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,79,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
0TnOYISbd1XYRBk9myaseg,Pitbull,83,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,75,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
