Album ID,Album Name,Artist ID,Track ID
1FZKIm3JVDCxTchXDo5jOV,Harry Styles,6DgP9otnZw5z6daOntINxp,72gv4zhNvRVdQA0eOenCal
48zisMeiXniWLzOQghbPqS,Motion,2qk9voo8llSGYcZ6xrBzKx,23L5CiUhw2jV1OIMwthR3S
3cyyJALrHc8LawnQNFYRWL,Look At Me!,55Aa2cqylxrFIXC767Z865,11IzgLRXV7Cgek3tEgGgjw
6jKZplJpy21R5lHaYHHjmZ,Narrated For You,1URnnhqYAYcrqrcwql10ft,7AFASza1mXqntmGtbxXprO
4Gfnly5CzMJQqkUFfoHaP3,Meteora,3nFkdlSjzX9mRTtwJOzDYB,0bYg9bo50gSsH3LtXe2SQn
3rDbA12I5duZnlwakqDdZa,Know-It-All (Deluxe),3AA28KZvwAUcZuOKwyblJQ,1LmN9SSHISbtp9LoaR5ZVJ
79dL7FLiJFOO0EoehUHQBv,Currents,6t1gpxYbY8OlLA7D2RiikQ,0ct6r3EGTcMLPtrXHDvVjc
0p0W4RXcnc59jgatcdZozO,MIA (feat. Drake),4WN5naL3ofxrVBgFpguzKo,2toVe5hfuIi97ytDPDbQFt
09Q3WwGYsQe5ognkvVkmCu,When It's Dark Out,163tK9Wjr9P9DmM0AVK7lm,1mea3bSkSGXuIRvnydlB5b
3yoNZlqerJnsnMN5EDwwBS,Strange Trails,20sxb77xiYeusSH8cVdatc,4m6D70k5xMmCDCB19u7Bi0
5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),1KCSPY1glIKqW2TotWuXOR,1qCdYQdkWvm4cYXAuOlbyc
6tkjU4Umpo79wwkgPMV3nZ,Goodbye & Good Riddance,1G9G7WwrXka3Z1r7aIDjI7,3gbBpTdY8lnQwqxNCcf795
6mUdeDZCsExyJLMdAfDuwh,Back In Black,2ye2Wgw4gimLv2eAKyk1NB,5mCPDVBb16L4XQwDdbRUpz
4zOhjJfe0dwqsNdDYk622E,Ride It,0zOcE3mg9nS6l3yxt1Y0bK,2qT1uLXPVPzGgFOx4jtEuo
1tXHmyPSfn6gJHkAifLGDj,"Happy (From ""Despicable Me 2"")",06HL4z0CvFAxyc27GXpf02,1jYiIOC5d6soxkJP81fxq2
1CwXS6MAz8Wo7K4TzW9iuR,"Save Me, San Francisco (Golden Gate Edition)",4GvEc3ANtPPjt1ZJllr5Zl,3ZCTVFBt2Brf31RLEnCkWJ
2ogiazbrNEx0kQHGl5ZBTQ,WAP (feat. Megan Thee Stallion),0NKDgy9j66h3DLnN8qu1bB,0tBbt8CrmxbjRP0pueQkyU
3Q149ZH46Z0f3oDR7vlDYV,ANTI,7keGfmQR4X5w0two1xKZ7d,6b8Be6ljOzmkOmFslEb23P
2vGU0DOcfsDee0euvhl1iZ,B4 The Storm,2o5jDhtHVPhrJdv3cEQ99Z,22vgEDb5hykfaTwLuskFGD
2Qxc2NJ7yPKVFRWi3llRr2,Suncity,1yxSLGMDHlW21z4YXirZDS,3dPQuX8Gs42Y7b454ybpMR
0RZ4Ct4vegYBmL9g88TBNi,Don't Kill the Magic,5pUo3fmmHT8bhCyHE52hA6,40riOy7x9W7GXjyGp4pjAv
6ylFfzx32ICw4L1A7YWNLN,OASIS,20wkVLutqVOYrc0kxFs7rA,5w9c2J52mkdntKOmRLeM2m
2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,26bcq2nyj5GB7uRr558iQg,1rIKgCH4H52lrvDcz50hS8
0cHT4ll3sEPyFFWoFuibMl,New English,5lpH0xAS4fVfLkACg9DAuM,3Wrjm47oTz2sjIgck11l5e
2rDIivxBafNKpgRqlzIRSb,Sweet Talker (Deluxe Version),4UXqAaa6dQYAk18Lv7PEgX,0wwPcA6wtMf6HUMpIRdeP7
1zHfDPtlXk2Biq8iVS1I3F,Peace Is The Mission (Extended),46SHBwWsqBkxI7EeeBEQG7,2TH65lNHgvLxCKXM3apjxI
6Ei5WWek37m1x9AjpSXTcJ,More Than You Know,6sFIWsNpZYqfjUpaCgueju,7rglLriMNBPAyuJOMGwi39
3pLdWdkj83EYfDN6H2N8MR,Black Panther The Album Music From And Inspired By,5xKp3UyavIBUsGy3DQdXeF,2grjqo0Frpf2okIBiifQKs
1I4W7JKzYbl8VKRfD61DIS,Stay,0jnsk9HBra6NMjO2oANoPY,5Ohxk2dO5COHF1krpoPigN
18pR217SWwBjODSRWFBw0I,Starving,2kCcBybjl3SAtIcwdWpUe3,6YUTL4dYpB9xZO5qExPf05
6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,4TEJudQY2pXxVHPE3gD2EU,3GVkPk8mqxz0itaAriG1L7
5ppnlEoj4HdRRdRihnY3jU,"Oral Fixation, Vol. 2 (Expanded Edition)",02A3cEvlLLCbIMVDrK2GHV,7floNISpH8VF4z4459Qo18
4UxlLk460BnmQlRV3WiORh,everything means nothing,50OApTJurDusIo9dGTqSU4,2qxmye6gAegTMjLKEBoR3d
11Bkx3E99vf0IlYPND61LJ,"Young, Wild & Free (feat. Bruno Mars)",4sTQVOfp9vEMCemLw50sbu,2nLtzopw4rPReszdYBJU6h
2v9rQe4F8fVSh5v8bAq0jF,Scared to Be Lonely,33W1pnW9zScZtYTnAoWnOT,0prNGof3XqfTvNDxHonvdK
3SZr5Pco2oqKFORCP3WNj9,Graduation,1SupJlEpv7RS2tPNRaHViT,6K4t31amVTZDgR3sKmwUJJ
4a6DxkhmMvvEdPXxm4ergN,New Eyes,7iZtZyCzp3LItcw1wtPI3D,116H0KvKr2Zl4RPuVBruDO
0MV1yCXcNNQBfwApqAVkH0,Without Warning,4TH4BHy0LdBi3dpBW4P2UX,40YcuQysJ0KlGQTeGUosTC
4qZBW3f2Q8y0k1A84d4iAO,"My Dear Melancholy,",4bL2B6hmLlMWnUEZnorEtG,0QZ5yyl6B6utIWkxeBDxQN
4VzzEviJGYUtAeSsJlI9QB,Woodstock,7z5WFjZAIYejWy0NI5lv4T,0PDUDa38GO8lMxLCRc4lL1
5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,4AK6F7OLvEQ5QYCBNiQWHq,4VXIryQMWpIdGgYR4TrjT1
1V9oE8bVilClrk5naqyyvL,Dancing With A Stranger (with Normani),0ZrpamOxcZybMHGg1AYtHP,08mG3Y1vljYA6bvDt4Wqkj
0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),5yG7ZAZafVaAlMTeBybKAL,2tnVG71enUj33Ic2nFN6kZ
2F7tejLHzTqFq2XLol9ZGy,Global Warming: Meltdown (Deluxe Version),2ysnwxxNtSgbb9t1m2Ur4j,3RkvscbM4aNbELiQf7PJwn
1qyjZGIeeLJlXbYWuoloWj,Nervous System,16oZKvXb6WkQlVAjwo2Wbg,4HlFJV71xXKIGcU3kRyttv
3euz4vS7ezKGnNSwgyvKcd,Positions,1h6Cn3P4NGzXbaXidqURXs,4Oun2ylbjFKMPTiaSbbCih
10v912xgTZbjAtYfyKWJCS,Highway to Hell,4dwdTW1Lfiq0cM8nBAqIIz,1Tt4sE4pXi57mTD1GCzsqm
0kBfgEilUFCMIQY5IOjG4t,Slippery When Wet,5nCi3BB41mBaMH9gfr6Su0,7hxHWCCAIIxFLCzvDgnQHX
0T6QxdJZwYrXPHd829SnqK,La 167,6JL8zeS1NmiOftqZTRgdTz,6zeeWid2sgw4lap2jV61PZ
1I6FpscJIfwf4T56VxGVsB,We Love You Tecca,5M0lbkGluOPXLeFjApw8r8,6RtPijgfPKROxEzTHNRiDp
1GYVNOzwhx1nMcIJDogSNp,Death Race For Love,63MQldklfxkjYDoUE4Tppz,0fea68AdmYNygeTGI4RC18
5D20ZzsNB377xbshIFP9Nb,Sadnecessary,13ubrt8QOOCPljQ2FL1Kca,22LAwLoDA5b4AaGSkg6bKW
47BiFcV59TQi2s9SkBo2pb,Recovery,7giUHu5pv6YTZgSkxxCcgh,5YEOzOojehCqxGQCcQiyR4
4E7bV0pzG0LciBSWTszra6,X&Y,4qBgvVog0wzW75IQ48mU7v,0puf9yIluy9W0vpMEUoAnN
21jF5jlMtzo94wbxmJ18aa,30,6oMuImdp5ZcFhWP0ESe6mG,40MkEbKzuSW9ET6HBngqnK
1tFnP9PwIMeMIuj92mfswZ,Calma (Remix),0c173mlxpT3dSFRgMO8XPh,6h5PAsRni4IRlxWr6uDPTP
5Mu891tmjTbt64meovPSuf,Tell Me You Love Me,7DMveApC7UnC2NPfPvlHSU,3GCdLUSnKSMJhs4Tj6CV3s
4fOw7xSDwqb58Z2Qia5j81,BUTTERFLY EFFECT,0uGk2czvcpWQA383Im6ajf,6uBhi9gBXWjanegOb2Phh0
63eaHsLLsW1e5ISNf7ISZy,#3,2iEvnFsWxR0Syqu2JNopAd,4Ce37cRWvM1vIGGynKcs22
2yXnY2NiaZk9QiJJittS81,Drip Harder,7qG3b048QCHVRO5Pv1T5lw,3yfqSUWxFvZELEM4PmlwIR
4UMjBXcRqIgMZ1XumU2x5T,Dizzy up the Girl,1Hsdzj7Dlq2I7tHP7501T4,3ZFTkvIE7kyPt6Nu3PEa7V
7dqftJ3kas6D0VAdmt3k3V,Stories,3E6xrwgnVfYCrCs0ePERDz,6jRq8gaZhMUyy5RclRPcAf
5XyJzEROSmup2TcWmVjTIt,Sugar,0eecdvMrqBftK0M1VKhaF4,5HQVUIKwCEXpe7JIHyY734
3oEqMQVxXfn2jGRaauU2iv,Long Way Down,21451j1KhjAiaYKflxBjr1,3ebXMykcMXOcLeJ9xZ17XH
64aKkqxc3Ur2LYIKeS5osS,The Time Of Our Lives,2EMAnMvWE2eb56ToJVfCWs,6C7RJEIUDqKkJRZVWdkfkH
0BJYNipGyMrw4ngKDJXzXZ,Gangsta's Paradise,5EvFsr3kj42KNv97ZEnqij,0am001WwFBVGDGLwRh3ixi
1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,23zg3TcAtWQy7J6upgbUnj,7sO5G9EABYOXQKNPNiE9NR
6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),4obzFoKoKRHIphyHzJ35G3,09mEdoA6zrmBPgTEN5qXmN
5ySxm9hxBNss01WCL7GLyQ,Millennium,1i8SpTcr7yvPOmcqrbnVXY,6QgjcU0zLnzq5OrUoSZ3OK
4vu7F6h90Br1ZtYYaqfITy,The Razors Edge,56oDRnqbIiwx4mymNEv7dS,4llK75pXNWZz6KAho2Gp16
5IenxFp0vpnXBUxPcwJtbE,MKTO,3ICflSq6ZgYAIrm2CTkfVP,6Qs4SXO9dwPj5GKvVOv8Ki
6qNMYsx5OUFDXWAoct9Pge,Astronomical,3koiLjNrgRTNbOwViDipeA,0ofHAoxe9vBkTCp2UQIavz
1RWiRfdNZKDe8VXzzf2VEc,you broke me first,22bE4uQ6baNwSHPVcDxLCe,3cHyrEgdyYRjgJKSOiOtcS
7JtT7OyWM8BnIS5FXXPMKg,Emmanuel,3IYUhFvPQItj6xySrBmZkd,3CA9pLiwRIGtUBiMjbZmRw
1DCI2yWmV4UI7Aga71yx9B,Blood Sugar Sex Magik,36QJpDe2go2KgaRleHCDTp,7vu0JkJh0ldukEYbTVcqd0
7q2B4M5EiBkqrlsNW8lB7N,2001,0uq5PttqEjj3IH1bzwcrXF,35mvY5S1H3J2QZyna3TFe0
6VSOIs13DaSG2IPilNviX5,Yonaguni,5eAWCfyUhZtHHtBdNk56l1,2zYzyRzz6pRmhPzyfMEC8s
6400dnyeDyD2mIFHfkwHXN,Pablo Honey,7gZfnEnfiaHzxARJ2LeXrf,2j5hsQvApottzvTn4pFJWF
42wLKnuGyBLGWwH89lnimL,Te Bot�� (Remix),6XpaIBNiVzIetEPCWDvAFP,7evPpWWu01Klxi0KlPxR17
6mGDfbDErYIJsmSewvccWm,Meet The Orphans,47MpMsUfWtgyIIBEFOr4FE,4gbVRS8gloEluzf0GzDOFc
4bNPOFOzxGhF5jhfIK6lit,High Off Life,2RDOrhPqAM4jzTRCEb19qX,2meEiZKWkiN28gITzFwQo5
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,1MIVXf74SZHmTIp4V4paH4,37ZJ0p5Jm13JPevGcx4SkF
2CMlkzFI2oDAy5MbyV7OV5,Kid Krow,0vR2qb8m9WHeZ5ByCbimq2,2B4GHvToeLTOBB4QLzW3Ni
5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm,3vQ0GE3mI0dAaxIMYe5g7z,1lOe9qE0vR9zwWQAOk6CoO
6al2VdKbb6FIz9d7lU7WRB,Proof,1r4hJ1h58CWwUQe3MxPuau,6Hj9jySrnFppAI0sEMCZpJ
0fLhefnjlIV3pGNF9Wo8CD,Californication,6USMTwO0MNDnKte5a5h0xx,6vECYJHxYmm3Ydt3fF01pE
2e5CxfyEwBW115beiwh7Mc,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0xRXCcSX89eobfrshSVdyu,15JINEqzVMv3SvJTAXAKED
6bfkwBrGYKJFk6Z4QVyjxd,Skrillex and Diplo present Jack ��,6nS5roXSAGhTGr34W6n7Et,7LVHVU3tWfcxj5aiPFEW4Q
54V1ljNtyzAm053oJqi0SH,Second Helping (Expanded Edition),0awl5piYwO0CDTHEkCjUhn,46IZ0fSY2mpAiktS3KOqds
1XMw3pBrYeXzNXZXc84DNw,Savage Love (Laxed - Siren Beat),3Gm5F95VdRxW3mqCn8RPBJ,5iwz1NiezX7WWjnCgY5TH4
3nBQlhUvErkw8DVpF47WAn,Breaking Me,3WrFJ7ztbogyGnTHbHJFl2,0yvPEnB032fojLfVluFjUv
2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap (Deluxe),4gwpcMTbLWtBUlOijbVpuu,1yxgsra98r3qAtxqiGZPiX
5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),6FBDaR13swtiWwGhX1WQsP,1X1DWw2pcNZ8zSub3uhlNz
55zQqrjWsFHRcI1mxlQSsZ,Fast Car,2cGwlqi3k18jFpUyTrsR84,78QR3Wp35dqAhFEc2qAGjE
6fb7z9rBdrjzpBTg1R1Bwp,Eyes Open,7Ey4PD4MYsKc5I2dolUwbH,0t3ZvGKlmYmVsDzBJAXK8C
5glfCPECXSHzidU6exW8wO,Head & Heart (feat. MNEK),2kucQ9jQwuD8jWdtR9Ef38,6Qyc6fS4DsZjB2mRW9DsQs
5CZR6ljD0x9fTiS4mh9wMp,Only By The Night,7jefIIksOi1EazgRTfW2Pk,2P4OICZRVAQcYAV2JReRfj
704GHNtZhEe9TBgleCNNGv,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),0Cp8WN4V8Tu4QJQwCN5Md4,5tf1VVWniHgryyumXyJM7w
63iWSELt9V1kV6RSMxN7Ii,Changes,1g1yxsNVPhMUl9GrMjEb2o,7otCGmgp9h4CsR2LhwB6gt
4QUNWTw2FsIz722xjUjFJw,Issa Album,2RTUTCvo6onsAnheUk3aL9,5Q0Nhxo0l2bP3pNjpGJwV1
1YwzJz7CrV9fd9Qeb6oo1d,Watch The Throne (Deluxe),6gK1Uct5FEdaUWRWpU4Cl2,1DIXPcTDzTj8ZMHt3PDt8p
3cfAM8b8KqJRoIzt3zLKqw,A Head Full of Dreams,4qIVPF0s71ZYW3qzhu5GkF,6Uj1ctrBOjOas8xZXGqKk4
0bUTHlWbkSQysoM3VsWldT,Demon Days,5lKZWd6HiSCLfnDGrq9RAm,3Dv1eDb0MEgF93GpLXlucZ
2msN7XBgV3JCjQ7Tq3t7i9,Ocean Eyes,3DiDSECUqqY1AuBP8qtaIa,7xoUc6faLbCqZO6fQEYprd
