Album ID,Album Name
4bxl07W8OBOP5PBXI5uhs6,Into The Woods
3OZgEywV4krCZ814pTJWr7,Dangerous Woman
7iycyHwOW2plljYIK6I1Zo,Some Nights
3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version)
0W5GGnapMz0VwemQvJDqa7,+
1rzDtYMpZDhRgKNigB467r,Night Visions (Deluxe)
5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe)
4mchkmnzdTYIEAnw2FijA3,Broccoli
6yZtkhTr6TXRoUR72lveEU,Hurry Up We're Dreaming
58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox
3MATDdrpHmQCmuOcozZjDa,TESTING
2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto
7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe)
3vOgbDjgsZBAPwV2M3bNOj,The Marshall Mathers LP2
0zt41iQaqe4tyVknMwNNps,Levels
4EBtalKeisyblXwox9mMXf,Up From Below
1E1eyI5uGllppJZCxNoF9w,LONG.LIVE.A$AP (Deluxe Version)
2HaqChIDc5go3qxVunBDK0,Funk Wav Bounces Vol.1
15qLmAABocTCRBSbWWqL7K,iSpy (feat. Lil Yachty)
5ll74bqtkcXlKE7wwkMq4g,Late Registration
2AvupjUeMnSffKEV05x222,Culture
0XAIjjN5qxViVS0Y5fYkar,I Decided.
20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy
6h3fnzKZqjV0R5gP9iTUBh,No Promises (feat. Demi Lovato)
1XYA8eDvomdYTbQBzk0jT1,Pretty Girl (Cheat Codes X CADE Remix)
5s0rmjP8XOPhP6HhqOhuyC,Stoney (Deluxe)
2kyTLcEZe6nc1s6ve0zW9P,Astro Lounge
1wpgafbHuQfSUmCWvahFlq,Bodak Yellow
6DEjYFkNZh67HP7R9PSZvv,reputation
0zMLyv1kNV2B0LDGEK2RbB,Jonas Blue: Electronic Nature - The Mix 2017
6bUxh58rYTL67FS8dyTKMN,El Dorado
2kZkiVn1m00XcgaWlLb2LD,SEX AND LOVE (Deluxe)
7ahctQBwcSxDdP0fRAPo2p,Flicker (Deluxe)
6I32dRerwcm3jYRsprxb5k,Victory
0YLrAWUbY0nyM7PFtqnYld,Primera Cita
22lEQJ7khtB2yvsq84FDQb,Motivan2
6eZdwrhB97A3EYx9QppGfl,T R A P S O U L
4jNUqLLTYdMHhH8Z8tt93S,Hot Shot
1RM6MGv6bcl6NrAG8PGoZk,Confessions (Expanded Edition)
1VAc77UvK5wj8ZSWCo3V2b,The Beautiful & Damned
2Tt0EzXpempSOIHFXVX42v,��chame La Culpa
3N7eWDCvfWv34xWNohdHjO,Back To You (From 13 Reasons Why ��� Season 2 Soundtrack)
5YLRVHDVRw3QqWbeTGpC5B,So Good
2NaulYO6lGXTyIzWTJvRJj,Staying at Tamara's
7xl50xr9NDkd3i2kBbzsNZ,Stadium Arcadium
6deiaArbeoqp1xPEGdEKp1,By the Way (Deluxe Edition)
6KT8x5oqZJl9CcnM66hddo,Free Spirit
13MHW8hoLFjX7SaVEVmj3X,MALA SANTA
0SukGZiXMtmsZoxstkBtNR,Aura
4IRiXE5NROxknUSAUSjMoO,7 EP
2VP96XdMOKTXefI8Nui23s,Shawn Mendes
7yf9ZJyHRbp8sHtpDKfPpt,Harder Than Ever
74gSdSHe71q7urGWMMn3qB,Cuz I Love You (Deluxe)
3tx8gQqWbGwqIGZHqDNrGe,Sweetener
2xZSrcBmvMw9Y8hac6xU7L,Blue
3edjzMAVB9RYRd4UcZBchx,A Star Is Born Soundtrack (Without Dialogue)
0U6ldwLBEMkwgfQRY4V6D2,Revival
0Xwkx2TLFwRcoK0OWQ0Msa,The Animals
5LqviduT0g0J0ypFrFSwCE,United
72qrnM4yUNMDDlWiqKc8iY,Aftermath
31q47gQszFt0CddSyMksgO,Willy And The Poor Boys (Expanded Edition)
3tbpe74iBR23O8uiQlLrXC,Pendulum
44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV (Deluxe Edition)
3x2jF7blR6bFHtk4MccsyJ,Spice
6jWde94ln40epKIQCd8XUh,Toxicity
4lhyg7YGQagE8FT8cZBqyw,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course
00HZxSA1sOS9T3nA950sg4,The Best In The World Pack
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next"
2vD3zSQr8hNlg0obNel4TE,Camila
4CEAev7neETRdqBFtzA8B9,Love Lies (with Normani)
4f8pX9Vjs9uU5aKjqDNcDO,DUMMY BOY
5Vdzprr5cOqXQo44eHeV7t,Whitney
3vOgbDjgsZBAPwV2M3bNOj,The Marshall Mathers LP2
2guirTSEqLizK7j9i1MTTZ,Nevermind (Remastered)
64SChsjQBiEe3aVTFYnW1b,Love Is a Four Letter Word (Deluxe Edition)
46xbsFOp9g1WqTidQEs7YT,��pico
1CYQlkKE5Q0khU6eMwVAVt,Intimo
15Id9Jrqab8IwHFirdrrLp,MUDBOY
0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape)
4BvD9caT3ZohqNQFcR8dVD,Ahora
0qJkFmVwwNXP6fvSemDZqn,Homerun
6MoaDh76Fsg0ogW2l7HAFx,F.A.M.E.
4WlC4FXhonJhNTXCQPGP3r,Lalala
0cqRGWD3uc5Lggpducn5nD,Piece Of Your Heart
1lM5IfaqcIsXd6UCV3aDSs,Settle (Deluxe)
6EgJXcGqaUvgZIF9bqPXfP,~how i'm feeling~
6zXb9FQMzawvY2Au8Kxky3,Black Star Elephant
3lajefIuUk4SfzqVBSJy8p,Good For You
0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe)
7fRrTyKvE4Skh93v97gtcU,dont smile at me
0ETFjACtuP2ADo6LFhL6HN,Abbey Road (Remastered)
3JfSxDfmwS5OeHPwLSkrfr,Origins (Deluxe)
3WrufJir7I61NkvkDwxero,In A Tidal Wave Of Mystery (Deluxe Edition)
652N05EcNH1a4bIlUixQE2,Enema Of The State
52AeC4gwbxDfFlLHgK1ByD,Urban Hymns (Remastered 2016)
0lmQ6rAGcChLjGXM52Qu3i,A Day At The Races (Deluxe Remastered Version)
4GYrE0hDKjM0v6EQIjkBV3,I Don't Want To Miss A Thing EP
1NAmidJlEaVgA3MpcPFYGq,Lover
1azUkThwd2HfUDdeNeT147,21
2ei2X6ghPnw7YRwQtAH075,Honky Chateau
1xRcR4iSouBrfVhuqFkPAJ,SOUTHSIDE
59ULskOkBMij4zL8pS7mi0,19
5mUdh6YWnUvf0MfklEk1oi,Stuck with U
1NAmidJlEaVgA3MpcPFYGq,Lover
2Y9IRtehByVkegoD7TcLfi,Californication (Deluxe Edition)
0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe)
0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe)
3usnShwygMXVZB4IV5dwnU,Out of the Blue
4KKRAmQ0ksj32l7mrgLOcF,Hey u x
4vUClKTFaDWnsHE8rK52GY,All That We Needed
05c49JgPmL4Uz2ZeqRx5SP,Chromatica
6rePArBMb5nLWEaY9aQqL4,The Fame Monster (Deluxe Edition)
1jpUMnKpRlng1OJN7LJauV,The Fame
7eLwoxxWs6lfkVYJGkGNbk,Wild Ones
5gO2acKSOaJnP0Mcy8IpU6,The Better Life
6se6q5nk4VCVbWWnZcguCc,Presence
5LZSpPoBVBsh6kRSEKfPQ8,Get You The Moon (feat. Sn��w)
11GmvpYnbgK0rSryPaV5BP,JOSE
2MFS6WG6jnPAgvJpV3PehR,Carte Blanche
1qSOaTvsCOyFJya3v1UzkP,Lose Control
5lKlFlReHOLShQKyRv6AL9,Future Nostalgia
5dGWwsZ9iB2Xc3UKR0gif2,Justice
0uxvuY8Ek2ojzHrWTg2PDc,TRANSLATION
4wBDclsxFzGnR4kVAAMI7K,Elephunk
5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent
0VaAFegRAAn4OCg7p4QjN5,Spirit
4HsLpiXxuq5kxvMEALLyrh,Unapologetic (Deluxe Version)
4HsLpiXxuq5kxvMEALLyrh,Unapologetic (Deluxe Version)
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans
5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe)
6TqRKHLjDu5QZuC8u5Woij,The Diary Of Alicia Keys
6KlxyxhXEDo1LdheFulN7h,As I Am (Expanded Edition)
7BrlhEO8dHiNmU8A1Ep9RZ,If the World Was Ending (feat. Julia Michaels)
6cunQQ7YZisYOoiFu2ywIq,Up All Night
1ekaxA9Q5GzUPCepx4wzMF,Back to Bedlam
7tTc46dNdE6GGuiQsssWxo,In Between Dreams
05jbNkYoEQdjVDHEHtg1gY,"Don't Forget About Me, Demos"
4pmyFpGicLLIgNPc1TQXKc,Boss Bitch
17l7MIu0Jh0tdgK7or9ovw,Dopamine
7tcs1X9pzFvcLOPuhCstQJ,Golden Hour
3vf65wfk1EEjVhy6BjENsS,Ocean Eyes
6n9DKpOxwifT5hOXtgLZSL,Legends Never Die
7e7t0MCrNDcJZsPwUKjmOc,Shoot For The Stars Aim For The Moon
6CIslPQSknp875cigkhKJC,The London Sessions
0mRqi6mOvyVVVEIfFFfWXU,Rewrite The Stars
7xV2TzoaVc0ycW7fwBwAml,Fine Line
6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo
7AaqMMiYMvnMB3RcS8u3EY,Sweet Action
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project
4MHHajvRTUHItDsvfdIC8B,ily (i love you baby) (feat. Emilee)
4uG8q3GPuWHQlRbswMIRS6,Dookie
5y6wlw1LnqFnQFruMeiwGU,The Joshua Tree (Super Deluxe)
3xybjP7r2VsWzwvDQipdM0,Freudian
283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall
3YjfdLdpQcVI72uKhooZst,F*CK LOVE (SAVAGE)
7dsWupQRlFuhG8FGiQAUjC,Blowin' Your Mind!
1m3mf7xkXIwssVriaaTjOS,AV��CI (01)
0eGvq1J5Ke7VlLLOYIlY4k,The Rokstarr Hits Collection
4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version)
2mumCpGmuE9iDeOvMx6XrB,The Papercut Chronicles II
18iFxjZugvKhuNNMbLjZJF,Wiped Out!
4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe)
1BfLzaTFI5qKsAAk0Ae6aV,Indigo
39qsmsNRXjVaFqTZj9af0j,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]
5zi7WsKlIiUXv09tbGLKsE,IGOR
6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love
0CxPbTRARqKUYighiEY9Sz,Use Your Illusion I
28yHV3Gdg30AiB8h8em1eW,Appetite For Destruction
6c5gDwB7Xo58thk2vap4Ch,Nevermind
5CZR6ljD0x9fTiS4mh9wMp,Only By The Night
4dKdxly4ji1vfl7sEYuqBe,Dire Straits
55fq75UfkYbGMq4CncCtOH,Metallica (Remastered)
47BiFcV59TQi2s9SkBo2pb,Recovery
1zHR48K6XtWYm6bhrw4J6C,TAKE TIME
5j1wrOAOm5KFd17pPiSvle,Mail on Sunday
1V6a99EbTTIegOhWoPxYI9,Arrival
7KF1Ain9mYYlg5M46g0i4A,Teatro d'ira - Vol. I
2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds
4AsXQ17Arq1cUVoa9dKJ3F,Tango In the Night (Deluxe Edition)
19lEZSnCCbVEkKchoPQWDZ,Aerosmith
5fKL7vMTXvhR9tov8Kqt3u,Silver Side Up
4fEgAL4ge9hHhxVDCUZbeF,Small Town Boy (Track By Track)
5B6XfyHHYawyLkEvNvhSPh,Walking On A Dream (10th Anniversary Edition)
7apLPYT8szV1IqTxyVSy5P,B.o.B Presents: The Adventures of Bobby Ray
6hmmX5UP4rIvOpGSaPerV8,Tracy Chapman
1nAQbHeOWTfQzbOoFrvndW,Planet Her
1MmVkhiwTH0BkNOU3nw5d3,Hot Pink
0V4laGZGshNCpurfIdUhHv,"Oh, What A Life"
4YimfceN1R0nOS9CefIFhm,Once Upon A Time (Super Deluxe)
0UJhhj5bn5AGAjryFnhueP,Bleed American
6rsQnwaoJHxXJRCDBPkBRw,Favourite Worst Nightmare (Standard Version)
3zXjR3y2dUWklKmmp6lEhy,Let Go
2QLp07RO6anZHmtcKTEvSC,Boston
6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP
0UMMIkurRUmkruZ3KGBLtG,2014 Forest Hills Drive
5VdyJkLe3yvOs0l4xXbWp0,17
2Ti79nwTsont5ZHfdxIzAm,?
1oZ8mqRS1vJFZhSpc4WI4S,a study of the human experience volume one
5nkUSlIhtoJZMOUlB0sNCp,From Under The Cork Tree
3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak
1NAmidJlEaVgA3MpcPFYGq,Lover
2eE8BVirX9VF8Di9hD90iw,Come Home The Kids Miss You
7aADdYLiK1z7GlMFr0UIZw,Pink Friday (Complete Edition)
5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody
4FA68GsblSfvKZZRfM1tI1,Dynasty
3coLNlyStg9h7f8CZ103Rl,Ladies And Gentlemen... The Best Of George Michael
61a4XyIj98CGrUnKy8Hu4Z,FINAL (Vol.1)
06mXfvDsRZNfnsGZvX2zpb,Music Of The Spheres
2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream
6pOiDiuDQqrmo5DbG0ZubR,MONTERO
6mUdeDZCsExyJLMdAfDuwh,Back In Black
00wSTrFxoSzA7eeS1UxHgd,Sin Miedo (del Amor y Otros Demonios) ���
71O60S5gIJSIAhdnrDIh3N,THE ALBUM
5v4Vx9loqMQCS3J7OmP9pa,The Rising Tied
